,0,1,2,3,4,5,6,7,8,9,10
73,1.0257504,-0.006632477,0.6620592,-0.104774185,-0.7316638,-0.33978298,0.57176954,-0.6328182,-0.98802406,-0.24012458,-0.7626659
74,-1.3510396,-1.4690827,-1.5174822,1.8664473,-1.2958091,-0.928886,-1.7922114,-1.4989358,2.3733711,-0.24012458,1.8410264
75,1.366163,1.0818431,1.4575037,-0.10497326,1.1464525,0.72934055,1.7312398,0.61228025,-0.64349085,-0.24012458,-0.32896736
76,-0.27296615,-0.924979,-1.2991104,1.2242702,-1.3939551,-0.2884713,-0.96064883,-1.0431242,0.14913514,0.8157712,1.5026898
77,1.4278089,0.56042594,0.4322848,-0.08092427,0.62469906,0.90456474,0.80076236,0.257678,-0.98802406,-0.24012458,-0.13370125
78,0.22574075,0.50563353,-0.2531547,-0.3798473,0.5044607,0.2894271,0.6259823,0.78647935,-0.98802406,-0.24012458,0.54245
79,-0.37816295,-0.36618447,0.10687808,-0.3344433,-0.03585353,-0.21016726,0.59091645,0.3646482,-0.98802406,-0.24012458,1.0060492
80,0.006486796,-0.18226962,-0.022774056,0.85985744,-0.4189521,-0.22552404,-0.47157264,-0.29112157,-0.44740784,-0.24012458,0.58454657
81,0.7752672,0.8900884,0.80778426,-1.3377607,0.6987002,0.40801942,1.3282145,-0.12238232,-0.014379646,-0.24012458,-0.7626659
82,-0.049819093,0.3827635,-0.1970978,-0.03260511,-0.15434691,0.109363444,0.4876109,0.2082821,1.2306786,-0.24012458,0.070018515
83,0.15794548,-0.17268835,0.55101734,-0.24821568,0.3772078,1.3410436,0.71070564,0.31246412,0.3691699,-0.24012458,-0.7626659
84,-0.62597245,-0.54148996,-1.100505,1.487041,-0.9601811,-1.2722949,-1.3447515,-1.0205493,1.949289,-0.24012458,1.3742696
85,0.49341607,0.697723,0.41848546,0.3647866,0.8670355,0.7058149,-0.4208316,0.17508182,0.39286292,-0.24012458,0.57816637
86,0.94097847,0.76441044,0.48343676,-0.30252886,0.9832465,0.14119218,0.6358425,0.048041094,-0.98802406,-0.24012458,-0.7626659
87,0.2678872,0.20715947,-0.16971333,-0.5571795,0.015630385,0.9520095,0.3820792,-0.2768261,-0.63945115,-0.24012458,-0.7626659
88,0.10011631,-0.3369267,-0.13531108,1.2615124,-0.40476865,0.49914727,-0.31964427,-0.55256015,1.1577468,-0.24012458,-0.19633572
89,0.75064737,0.39132848,0.25470892,-0.53994125,0.27370065,0.69334817,0.7434992,0.32675457,-0.124507785,1.1299539,1.4154037
90,0.391544,0.80974346,0.781338,-0.010003141,0.46153468,0.64028984,0.9043611,0.27747396,-0.07414678,-0.24012458,-0.7626659
91,0.23194481,-0.4807244,-0.5204522,0.3945321,-0.12498394,0.29696667,0.49804232,-0.35507065,1.4623399,-0.24012458,2.1152408
92,-0.2134359,-0.7947432,-0.61718714,1.7838124,-0.70792246,-0.5944286,-0.96080357,-1.2484548,1.8824018,-0.24012458,0.66857743
93,0.71934456,-0.037417103,-0.07325543,-1.3377607,0.06945239,-0.36604872,0.86053705,0.15798596,0.8359014,-0.24012458,-0.7626659
94,0.42077416,-0.3148575,0.16844893,-1.3377607,-0.09967763,-1.2722949,0.9421255,0.43528673,0.48244548,5.389884,1.0883621
95,-0.41224658,0.24026184,-0.21088836,1.2320551,-0.7146948,0.20614882,-0.16098444,-0.61703753,-0.26559985,-0.24012458,0.45936024
96,-1.0852522,-0.45864242,-0.2711924,1.4065301,-0.64874053,-0.3771977,-1.3293903,-0.66756904,-0.31060743,-0.24012458,1.6407647
97,0.36630484,-0.22302781,-0.34308794,1.2347174,-1.1803131,-0.5187986,-0.77775276,-0.63685524,0.38135973,0.95543844,1.4694346
98,-1.3510396,-1.4690827,-1.5174822,-1.3377607,-1.792996,-1.2722949,-2.0803032,1.2034676,-0.98802406,-0.24012458,-0.7626659
99,-0.34203148,0.1899057,0.49555275,-0.4792477,0.07285909,-1.2722949,0.7261158,0.1615137,0.4692385,-0.24012458,0.40702125
100,-0.45084548,0.041844234,-0.21019241,-0.58813184,-0.26213396,0.8301966,0.5464097,-0.3178696,-0.17666666,2.8663313,-0.7626659
101,-1.3510396,-0.93715024,-1.2133999,2.2990336,-1.3639995,-0.89668655,-1.3291264,-1.008907,1.8495983,-0.24012458,0.6413141
102,-0.60775375,0.035563402,0.39622396,1.5694062,-0.61541677,0.8220163,0.029931653,0.34890303,0.085468456,1.5476754,0.25256428
103,0.36473608,0.37691182,0.5354837,0.7054014,0.5680251,0.7360287,0.8696236,0.75218374,-0.33013216,-0.24012458,0.06548881
104,0.07785067,-0.15786085,0.8424441,-0.3262834,-1.792996,-0.20152904,-0.70963115,0.018591763,0.6824574,-0.24012458,-0.7626659
105,0.47754264,-0.36817923,-1.5174822,1.5738018,0.018990913,0.45552254,0.8648543,0.5708379,1.4846822,-0.24012458,0.35483766
106,-0.60671425,-0.17752491,0.21958122,0.5435055,-0.17363651,0.542964,-0.06209743,-0.23408039,0.8679252,-0.24012458,1.308602
107,0.38694412,0.37128237,0.009974928,0.6523073,0.8252246,-0.47626963,0.749122,1.3297154,-0.98802406,2.8759468,0.26183257
108,-0.032904338,-0.49273506,-0.5971133,1.6085712,-0.74289316,-0.7678605,-0.48066592,-0.79936033,0.71365535,-0.24012458,0.8031002
109,0.19555879,-0.3962866,-0.4352736,0.90433794,0.4923768,0.06447031,0.46509874,0.7055919,0.7382617,-0.24012458,0.32099277
110,0.69109094,0.3241482,-0.52145326,1.433933,-0.21077713,0.2955578,0.047935776,-0.7900466,1.3812586,-0.24012458,1.9987552
111,0.8136602,-0.007929704,-0.043509312,1.1662438,-0.5269442,-0.051474202,0.24003811,0.71354175,0.6039074,-0.24012458,0.8085517
112,-1.3510396,-0.71194607,-0.5176036,0.66546947,-1.0258697,-0.3288594,-0.6809442,-1.4989358,-0.02344073,-0.24012458,-0.041680653
113,0.7737675,1.142305,1.2051436,0.15807073,0.5265626,-0.24118033,1.0425427,0.5933215,1.0190935,-0.24012458,-0.7626659
114,-0.6747271,-0.2764879,-0.744056,0.68268305,-0.28437367,-0.31694376,0.21003354,-1.4989358,0.53132796,-0.24012458,-0.7626659
115,-0.04436087,0.012229051,0.097951695,0.057875354,-0.2921399,-0.030962802,-0.19354789,0.05716244,-0.98802406,-0.24012458,-0.7626659
116,-1.3510396,-1.4690827,-1.5174822,0.38035008,-1.792996,-1.2722949,-0.55446327,-1.4989358,0.8715654,-0.24012458,-0.7626659
117,0.29774842,-1.4690827,-1.5174822,-0.3144417,-0.9121418,0.37738943,-0.37245223,0.88400483,0.1195606,-0.24012458,0.6315623
118,-0.0709277,-0.1328202,0.38236088,0.7936018,0.1836549,0.3927645,0.14590038,0.29969406,0.8607808,-0.24012458,-0.14291959
119,-0.59785914,0.37744188,0.10891037,0.559955,-0.15947707,0.35291877,-0.71688247,-1.4989358,0.099758774,-0.24012458,-0.7626659
120,0.08869521,-0.34781107,0.02299976,0.89072067,-0.3649396,-0.10371483,-0.37415192,-0.20124494,-0.080669254,-0.24012458,-0.090539955
121,0.25528234,-0.6326472,0.08443186,1.6979102,-0.18406284,-1.2722949,-0.1767386,0.72274953,1.3319104,-0.24012458,0.9762453
122,0.43920866,-0.7971128,-0.83961654,1.612877,-0.022947865,-1.2722949,0.16220556,0.31589538,1.2376316,-0.24012458,-0.7626659
123,-1.09313,-1.4690827,-1.5174822,1.5820881,-1.792996,-0.9079746,-1.7746686,-1.4989358,0.42108893,1.1860211,-0.7626659
124,-0.07319723,-0.31275904,-1.5174822,0.6323483,0.6053755,0.5327702,0.28443897,0.43815997,-0.04670512,-0.24012458,-0.7626659
125,-0.39705217,-1.4690827,-1.5174822,0.91750675,-0.1875025,0.07529659,-0.07741881,-1.4989358,2.0201867,-0.24012458,1.7785314
126,0.5554397,-0.1420113,-0.041595865,0.5249607,-0.081659056,1.3402814,1.0229287,0.9276265,-0.034083467,-0.24012458,-0.7626659
127,-0.4323567,0.067268476,-1.5174822,-1.3377607,0.095836945,0.6420864,-0.47429454,-0.29361206,-0.98802406,-0.24012458,-0.7626659
128,-0.70994604,-1.040148,-0.7843321,-0.8328777,-1.358402,-0.73781776,-1.6319208,-1.0025132,-0.4415663,-0.24012458,-0.7626659
129,-0.15899539,-0.7957924,-0.43855783,-0.5452558,-1.1108223,0.060413532,-0.9622703,-0.2611155,-0.13025998,-0.24012458,-0.7626659
130,-0.60765,-1.4690827,-0.6673471,1.0385944,-1.792996,-0.2221914,-0.16704716,-0.0057250387,1.0462705,-0.24012458,0.5888357
131,-0.78425294,-0.9257829,-1.3496691,2.0784416,-1.6244477,-1.2722949,-2.0803032,-0.75530446,2.4841225,0.5713043,0.66698
132,-0.22078189,-0.18777001,-0.2249275,0.17042458,-1.792996,-1.2722949,-0.17780772,1.0081674,-0.98802406,-0.24012458,1.292172
133,-1.3510396,-1.4690827,-0.48614284,-0.13436805,-0.2598342,-1.2722949,-2.0803032,-1.4989358,-0.98802406,-0.24012458,-0.7626659
134,-1.3510396,0.19888869,-1.5174822,1.3174732,-0.62636364,0.5259842,-0.14549953,-1.4989358,-0.05145412,-0.24012458,-0.7626659
135,-1.3510396,-1.4690827,-0.43015453,-1.3377607,-0.1918988,-1.2722949,-2.0803032,-1.4989358,-0.98802406,-0.24012458,-0.7626659
136,-0.25681275,-0.22861628,-0.26613215,0.12234597,-0.5361629,-1.2722949,-2.0803032,0.5524868,-0.98802406,-0.24012458,-0.7626659
137,-1.3510396,-0.334379,-0.7887388,0.33894885,-1.0610595,0.14161074,0.25491592,-0.18569948,0.826755,-0.24012458,-0.7626659
138,0.93027484,-0.217847,-0.25526837,0.7633834,-1.792996,0.28681624,-0.772337,0.5669993,1.2861398,-0.24012458,-0.7626659
139,0.7147085,0.40109393,-0.10256648,1.689832,0.19195972,-0.9359151,-0.2826973,-0.41995195,2.1668375,-0.24012458,0.9148484
140,0.4675754,0.7878181,0.31640524,-0.15353794,0.048926987,-1.2722949,-1.0286049,-0.33455715,0.2937141,-0.24012458,-0.7626659
141,0.5879999,0.2939553,0.8632425,1.9894589,-0.8156206,0.5252607,0.38671738,0.17063478,-0.98802406,-0.24012458,0.7843374
142,0.8377127,-0.009678759,0.058786802,1.6702188,0.19295241,0.2399865,0.36179936,-0.72522104,1.3774108,-0.24012458,0.80626607
143,-1.3510396,-1.4690827,-0.027933137,-1.3377607,0.2767582,-1.2722949,-0.5367614,1.5815893,-0.98802406,-0.24012458,-0.7626659
144,-0.17902829,-0.8107997,-0.85342354,1.1582733,-0.8451909,-0.66966563,-0.8765535,-0.93921345,-0.37188646,-0.24012458,-0.3277489
145,-1.3510396,-1.0741686,-0.835492,-0.87292194,-1.1080177,-0.42988732,-0.9584012,-0.7165072,-0.98802406,-0.24012458,-0.12934314
146,0.20737027,-0.33972785,0.37652338,0.74173915,-0.54124534,1.0672178,0.4556822,-0.06910173,0.1269418,-0.24012458,-0.7626659
147,-1.3510396,-1.4690827,-0.13864002,-1.3377607,-1.792996,-1.2722949,-0.65148115,1.1280104,-0.98802406,-0.24012458,-0.7626659
148,-0.31871322,-0.55848074,-0.5988908,-0.26592514,-1.228688,-1.2722949,-0.46479133,-0.4450611,-0.98802406,-0.24012458,-0.7626659
149,-1.3510396,-1.4690827,-0.262812,-1.3377607,-0.5328282,-1.2722949,-0.2233941,0.5569248,-0.98802406,-0.24012458,-0.7626659
150,0.08016185,0.55587804,0.30195248,0.31055924,0.18937649,0.30669594,0.2812466,0.25751936,0.19741063,-0.24012458,-0.097164005
151,0.13423188,-0.563243,0.035209216,1.0421708,0.04071321,-0.14356683,-0.648531,-0.15086453,-0.2828045,-0.24012458,-0.7626659
152,0.061649427,0.46503165,0.098058924,-1.3377607,0.166637,0.723253,-0.05849695,-1.4989358,-0.98802406,-0.24012458,0.99432606
153,-0.9554798,-0.2911149,-0.5196161,-0.4485484,-1.0275785,-0.33096072,-0.8489269,-0.97995615,-0.98802406,-0.24012458,-0.7626659
154,-1.3510396,-1.4690827,0.3236378,0.5359848,0.40733546,0.32981592,0.18983814,0.34341127,0.08113962,-0.24012458,1.7902322
155,0.10454928,0.7670563,-0.16687551,-0.30047646,0.47264656,-1.2722949,-0.3553641,0.68415165,-0.98802406,-0.24012458,2.2623882
156,1.4943055,0.76730883,0.35487476,0.2983851,0.3360675,0.91898596,0.7672801,0.53632706,0.95960057,-0.24012458,-0.7626659
157,-1.3510396,0.2554182,0.22214915,1.0931224,0.55547905,-1.2722949,0.3426819,0.8912128,1.2089702,-0.24012458,-0.7626659
158,0.6030205,-1.4690827,0.1280061,0.58223635,0.19879347,0.12385458,0.44318622,1.2949234,0.43942118,-0.24012458,-0.7626659
159,-0.40235227,-1.4690827,-1.5174822,-1.3377607,0.59109926,0.06780969,-0.95606554,-0.25424594,1.021528,-0.24012458,-0.7626659
160,-1.3510396,0.20383918,-1.5174822,0.6313731,-0.09800165,-1.2722949,-0.3315318,-1.4989358,-0.98802406,-0.24012458,-0.7626659
161,-1.3510396,0.3897406,-1.5174822,0.21002518,-1.792996,-1.2722949,-0.7057274,0.652352,1.3800952,-0.24012458,3.5154278
162,-1.3510396,-1.4690827,-1.5174822,-1.3377607,-1.792996,0.73540086,0.2122803,0.3658131,1.0646757,-0.24012458,-0.7626659
163,-1.3510396,-1.4690827,-1.5174822,-1.3377607,0.059326895,-1.2722949,-0.16921167,1.3144522,1.3410838,-0.24012458,-0.7626659
164,-0.37293553,-0.36025846,-0.10972456,0.77887607,-0.669542,-0.39656135,-0.04080799,1.0470606,-0.98802406,-0.24012458,0.3644185
165,-1.3510396,-1.4690827,-1.5174822,0.6941889,0.3013862,-1.2722949,0.5548034,-1.4989358,0.5419332,-0.24012458,-0.7626659
166,0.22355348,-0.1875492,0.3861502,1.3216382,-0.6236128,0.32456905,0.13229232,0.17481147,0.85442275,-0.24012458,0.2436969
167,0.7253272,0.2883183,0.85703605,0.107078314,-0.012407895,0.91752714,0.115012564,-0.07830803,-0.98802406,-0.24012458,-0.7626659
168,-0.62348163,-1.4690827,-1.5174822,2.0326376,-1.3724582,-0.75510454,-1.2181139,-1.2336411,1.0792369,-0.24012458,-0.09703287
169,-1.3510396,0.44926655,1.0330396,-1.3377607,0.1506639,-1.2722949,0.5626693,-1.4989358,-0.98802406,-0.24012458,-0.7626659
170,0.05902868,-0.37597635,0.09506186,-1.3377607,-0.68546724,0.719551,-2.0803032,1.4428846,1.7880529,-0.24012458,1.8008748
171,-1.3510396,0.11308978,-1.5174822,-1.3377607,-1.792996,0.31881505,-0.1831306,-1.4989358,0.07229999,3.8195536,-0.7626659
172,0.5732947,-1.4690827,-1.5174822,0.5464176,-0.68358254,0.72232604,0.40718633,-1.4989358,-0.98802406,-0.24012458,-0.7626659
173,-0.26470804,-1.4690827,-0.27516112,0.11181072,-1.792996,-1.2722949,0.38564214,0.54040504,-0.98802406,-0.24012458,-0.7626659
174,-0.4289762,-0.7477611,-0.7898318,1.2565751,-1.2009203,-0.5441419,-0.592898,-1.2265072,1.2873806,1.8341328,0.9136693
175,0.6030205,-1.4690827,-1.5174822,-1.3377607,-1.792996,-1.2722949,-2.0803032,-1.4989358,-0.98802406,-0.24012458,2.789866
176,-1.3510396,-1.4690827,0.72765243,0.59330827,-1.792996,-1.2722949,-2.0803032,-1.4989358,1.1020597,-0.24012458,1.8683329
177,0.80124754,1.0920055,1.0660765,-1.3377607,0.6791291,0.46414465,0.70966995,1.4651103,-0.98802406,-0.24012458,1.4721624
178,0.54793304,0.28495774,0.25194788,0.25797606,-0.41941503,0.4169773,1.1792394,-0.25665975,-0.98802406,-0.24012458,-0.7626659
179,1.4707814,0.72127926,1.3256915,-1.3377607,-0.4747532,1.4570212,-0.15392798,0.0068501197,1.8024718,-0.24012458,1.3238671
180,-1.3510396,-1.4690827,-1.5174822,0.37475336,0.251985,-1.2722949,-2.0803032,0.1848816,-0.98802406,-0.24012458,-0.7626659
181,0.9383397,1.1262641,1.4334937,0.4557035,1.2613816,0.6262947,1.0709807,0.9264412,0.32546028,-0.24012458,-0.7626659
182,0.3960157,-0.047594197,0.48043782,0.33542028,-1.792996,-1.2722949,-0.59436506,0.1462076,1.535165,-0.24012458,-0.7626659
183,-0.20644881,-0.17152138,0.27551776,1.4984766,0.070029296,1.0908843,0.43853578,0.31393284,0.7899012,-0.24012458,0.46211416
184,0.47153884,1.050733,0.2230503,0.07489941,1.6651149,0.87764484,1.7561976,-0.10994771,1.2101082,-0.24012458,-0.7626659
185,-1.3510396,-1.4690827,-1.5174822,-1.3377607,0.093638204,1.0479459,-0.13381177,-1.4989358,2.1556644,-0.24012458,-0.7626659
186,0.37286922,0.83844924,0.45396766,-0.2443936,1.0157663,0.47017276,0.7159022,0.1194691,0.19537687,4.29078,-0.7626659
187,-1.3510396,-0.39717662,-0.4361714,-0.07606012,0.13579856,-1.2722949,-0.43590152,0.7042635,1.0160604,-0.24012458,-0.7626659
188,0.0024100149,0.6384858,0.9717638,-1.3377607,0.9737287,-1.2722949,-0.4764038,0.27680737,-0.98802406,-0.24012458,-0.7626659
189,-1.3510396,1.3007646,0.64579004,0.5071676,-0.2049155,-1.2722949,-0.44183767,-1.4989358,-0.98802406,-0.24012458,-0.7626659
190,-0.3638285,0.7444114,0.12643743,-1.3377607,0.19711083,0.122227915,0.23354974,0.3870881,0.43775803,-0.24012458,1.0321095
